correo,empresa,sector,prioridad,estado,fecha_envio,notas
soporte@dieselkubota.com.co,MONTAÑO & GUTIERREZ S.A.S. DIESEL KUBOTA S.A.S.,Empresa privada (DIAN),3,,,
financiero@cortescanon.com,CORTES CAÑON INGENIEROS CIVILES S.A.S,Empresa privada (DIAN),3,,,
administracion@norteingenieros.com,NORTE INGENIEROS LIMITADA.,Empresa privada (DIAN),3,,,
crestrepo@eyr.com.co,C R G S.A.S.,Empresa privada (DIAN),3,,,
pilotajes@eyr.com.co,EYR PILOTAJES S.A.,Empresa privada (DIAN),3,,,
montherltda@hotmail.com,MONT HER LIMITADA.,Empresa privada (DIAN),3,,,
tizzajeans@gmail.com,INDUSTRIAS TIZZA GHOST LIMITADA. EN REORGANIZACION,Empresa privada (DIAN),3,,,
pvemel@hotmail.com,PRODUCTOS VEMEL LIMITADA.,Empresa privada (DIAN),3,,,
tinsumi@hotmail.com,TINTAS Y SUMINISTROS S.A.S.,Empresa privada (DIAN),3,,,
ometresasas@gmail.com,OBRAS MAQUINARIA Y EQUIPOS TRES A S.A.S.,Empresa privada (DIAN),3,,,
info@maciasabogados.com,MACIAS GOMEZ Y ASOCIADOS ABOGADOS S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@refugiohotelspa.com,BIENES RAICES 16 S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@fundaequipos.com,FUNDAEQUIPOS S.A.S,Empresa privada (DIAN),3,,,
contador@plasticosherson.com,PLASTICOS HERSON S.A.S.,Empresa privada (DIAN),3,,,
dpto.contabilidad@ihcingenieria.com.co,IHC LIMITADA. INGENIERIA HIDRAULICA Y CIVIL,Empresa privada (DIAN),3,,,
diana@imm.com.co,IMPORTADORA MONTECARLO MOTORS S.A.S.,Empresa privada (DIAN),3,,,
comercializadoradiazc@gmail.com,COMERCIALIZADORA DIAZ CASTAÑEDA EN REORGANIZACION,Empresa privada (DIAN),3,,,
contabilidad@seligdecolombia.com,SELIG DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
contabilidad@digitalware.com.co,DIGITAL WARE S.A.,Empresa privada (DIAN),3,,,
contabilidad.bogota@sistemainrai.net,INVERSIONES INRAI LIMITADA.,Empresa privada (DIAN),3,,,
contabilidad@meicys.com.co,IMPROBELL LIMITADA.,Empresa privada (DIAN),3,,,
financiero@selectiva.com.co,SELECTIVA S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@fantiplas.com,FANTASIAS PLASTICAS DE COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
contabilidad@pacarcol.com,PACARCOL LIMITADA.,Empresa privada (DIAN),3,,,
julian.poveda@hotmail.com,GRUPO DIVERSA S.A.S. EN REORGANIZACION,Empresa privada (DIAN),3,,,
sveloza@transborder.com.co,TRANSBORDER S.A.S.,Empresa privada (DIAN),3,,,
nahumada983@gmail.com,THE IMAGE BRIDGE LATIN AMERICA S.A.S.,Empresa privada (DIAN),3,,,
induprint@hotmail.com,INDUPRINT S.A.S.,Empresa privada (DIAN),3,,,
inversuap2000@yahoo.com,INVERSUAP S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@andrec.com.co,ANDREC SURGICAL S.A.,Empresa privada (DIAN),3,,,
freelanceab@hotmail.com,CONSTRUCTORA MP S.A.,Empresa privada (DIAN),3,,,
gerencia.financiera@piccolinni.com,PICCOLINNI SABORES Y FRAGANCIAS S.A.,Empresa privada (DIAN),3,,,
interpolar@interpolar.com.co,INTERPOLAR S.A.S.,Empresa privada (DIAN),3,,,
wakko1999@hotmail.com,ASIA WINDS INTERNATIONAL S.A.S.,Empresa privada (DIAN),3,,,
contaduria1@colempaques.com,COLEMPAQUES S.A.S.,Empresa privada (DIAN),3,,,
notificaciones@cmr.com.co,CENTRO DE MANTENIMIENTO Y REPARACION DE HELICOPTEROS RUSOS CMR S.A.S. EN REORGAN,Empresa privada (DIAN),3,,,
contabilidad4@productosysuministros.com,PRODUCTOS Y SUMINISTROS LIMITADA.,Empresa privada (DIAN),3,,,
berthabaquero@yahoo.com,CONSULTORES INTERNACIONALES DE NEGOCIOS LIMITADA,Empresa privada (DIAN),3,,,
makroinmobiliaria@gmail.com,MAKRO INMOBILIAIRA LIMITADA.,Empresa privada (DIAN),3,,,
marinamejia@zonak.com.co,INDUSTRIA COMERCIAL DE ALIMENTOS NUTRIX S.A.S.,Empresa privada (DIAN),3,,,
espaciosconstructivos@hotmail.com,ESPACIOS CONSTRUCTIVOS S.A.S.,Empresa privada (DIAN),3,,,
imartinezcastro@hotmail.com,INVERSIONES MARTINEZ CASTRO Y COMPAÑIA S.A.S.,Empresa privada (DIAN),3,,,
aastudillo@jimcomunicaciones.com,J&M COMUNICACIONES S.A.S.,Empresa privada (DIAN),3,,,
gruger2006@hotmail.com,PROMOTORA GRUGER S.A.S.,Empresa privada (DIAN),3,,,
asistente.contable@gymshopcol.com,SITO COMERCIAL LIMITADA.,Empresa privada (DIAN),3,,,
luzmariaz@hotmail.com,INTERMEZZO S.A.,Empresa privada (DIAN),3,,,
entreparques_93@yahoo.com,ENTREPARQUES CONSTRUCTORES S.A.S.,Empresa privada (DIAN),3,,,
gdiaz@econometria.com,ECONOMETRIA S.A,Empresa privada (DIAN),3,,,
denis.ardila@macronutrientes.com,MACRONUTRIENTES S.A.S.,Empresa privada (DIAN),3,,,
angela.fernandez@lhh.com.co,PERFORMANCE FACTOR S.A.S,Empresa privada (DIAN),3,,,
contabilidad@fraier.com.co,FRAIER S.A.S.,Empresa privada (DIAN),3,,,
fsalazar@sfisas.com,SALAZAR FERRO INGENIEROS S.A.,Empresa privada (DIAN),3,,,
contabilidad.invagro@gmail.com,INVERSIONES AGROPECUARIAS GUTIERREZ ROBAYO S.A.,Empresa privada (DIAN),3,,,
sj@p-a.com.co,PRODUCTOS ARQUITECTONICOS S.A.S.,Empresa privada (DIAN),3,,,
constructoratomina@gmail.com,JOANSA Y COMPAÑIA S.A.S.,Empresa privada (DIAN),3,,,
paleones@hotmail.com,MAPANDA S.A.S.,Empresa privada (DIAN),3,,,
hicelsas@gmail.com,HIPERMERCADO CENTRAL DE ELECTRODOMESTICOS S.A.S.,Empresa privada (DIAN),3,,,
sandra.l.aguirre@medtronic.com,MEDTRONIC COLOMBIA S.A.,Empresa privada (DIAN),3,,,
rodriguez@redeselectricas.com,CONSTRUCCIONES LOS SAUCES LIMITADA.,Empresa privada (DIAN),3,,,
julieth.uyazan@mbww.com,INTERPUBLIC COLOMBIA S.A,Empresa privada (DIAN),3,,,
cgscolombia@compass-group.com.co,COMPASS GROUP SERVICES COLOMBIA S.A.,Empresa privada (DIAN),3,,,
infor@coval.com.co,COVAL COMERCIAL S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@vistaflor.com,VISTA FLOR CORPORATION COMERCIALIZADORA INTERNACIONAL S.A.S. C.I.,Empresa privada (DIAN),3,,,
contabilidad@petrocom.com,PETROCOMERCIALIZADORA S.A.,Empresa privada (DIAN),3,,,
unionpanamericana.ltda@gmail.com,UNION PANAMERICANA DE INVERSIONES S.A.S.,Empresa privada (DIAN),3,,,
tributaria@dinissan.com.co,COM AUTOMOTRIZ S.A.,Empresa privada (DIAN),3,,,
colegio_cofra2005@hotmail.com,SOCIEDAD EDUCATIVA SAN FERNANDO LIMITADA.,Empresa privada (DIAN),3,,,
vannet.sas@gmail.com,VANNET SOLCIEDAD POR ACCIONES SIMPLIFICADA,Empresa privada (DIAN),3,,,
contabilidad@syglacol.com,SYGLA COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
alejandro.lopez@co.nestle.com,DAIRY PARTNERS AMERICAS MANUFACTURING COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
aalvarado@vering.com.co,VERGEL INGENIEROS ASOCIADOS S.A.,Empresa privada (DIAN),3,,,
ecogravas@yahoo.com,EQUIPOS CONSTRUCCIONES Y OBRAS S.A.,Empresa privada (DIAN),3,,,
contabilidad1@sudespensa.com.co,SUDESPENSA BARRAGAN S.A.,Empresa privada (DIAN),3,,,
contabilidad@flopacksa.com,FLOPACK S.A,Empresa privada (DIAN),3,,,
directivos@casamotor.com,CASAMOTOR S.A.S. EN REORGANIZACION,Empresa privada (DIAN),3,,,
jose.giraldo@groupm.com,MEDIACOM S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@fillcoflowers.com,CI FILLCO FLOWERS S.A.S.,Empresa privada (DIAN),3,,,
m.garay@kotlersa.com,BENTO S.A.,Empresa privada (DIAN),3,,,
gerencia@colvinsa.com,COLOMBIANA DE ENVASES INDUSTRIALES S.A.,Empresa privada (DIAN),3,,,
zipagua@outlook.com,AGROPECUIARIA ZIPAGUA S.A.S,Empresa privada (DIAN),3,,,
jenny.riveros@geometry.com,GEOMETRY GLOBAL COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
erilma@outlook.com,INDUSTRIAS ERILMA S.A.S,Empresa privada (DIAN),3,,,
marthac@4life.com,4LIFE RESEARCH COLOMBIA  LLC,Empresa privada (DIAN),3,,,
anrespe@hotmail.com,IINVERSIONES RESTREPO PEREA Y COMPAÑIA S.A.S.,Empresa privada (DIAN),3,,,
inverginko@hotmail.com,INVERGINKO S.A.S.,Empresa privada (DIAN),3,,,
mosagiltda@gmail.com,INVERSIONES CABOGRANDE S.A,Empresa privada (DIAN),3,,,
deisy.silva@qca.com.co,BRETANO CIENTO ONCE S.A.S.,Empresa privada (DIAN),3,,,
cadipalencia@gmail.com,CADI PALENCIA S.A.S.,Empresa privada (DIAN),3,,,
pedro.rivera@rvinmobiliaria.com,CORPORACION INTERNACIONAL TERRANOVA S.A.,Empresa privada (DIAN),3,,,
mariaelena@sbtalee.com,SB TALEE DE COLOBIA S.A.,Empresa privada (DIAN),3,,,
doblelta@yahoo.es,LELE S.A.S.,Empresa privada (DIAN),3,,,
comer_san_fernando@hotmail.com,COMERCIALIZADORA SAN FERNANDO S.A.,Empresa privada (DIAN),3,,,
agroloma@agropecuarialaloma.com,AGROPECUARIA LA LOMA S.A.S.,Empresa privada (DIAN),3,,,
gerencia@inverdan.com.co,INVERSIONES DANESMA Y COMPAÑIA S.A.,Empresa privada (DIAN),3,,,
dircontable@gamebox.com.co,TECNOLOGIA EN RECREACION RECREATEC LIMITADA.,Empresa privada (DIAN),3,,,
angela.delgado@emasa.cl,INNOVATEQ S.A.S.,Empresa privada (DIAN),3,,,
jrubio@agroindustriaslaflorida.com,MARTHA LUCIA VARELA DE ESCOBAR & COMPAÑIA SOCIEDAD EN COMANDITA SIMPLE,Empresa privada (DIAN),3,,,
inverlink@inverlink.com,INVERLINK S.A.,Empresa privada (DIAN),3,,,
contabiliad@copalma.com,COPALMA S.A.S.,Empresa privada (DIAN),3,,,
info@starservices.com,INSTITUCIONAL STAR SERVICES LTDA.,Empresa privada (DIAN),3,,,
contadora@litecolombia.com,ENGLISH LANGUAGE SERVICES LIMITADA.,Empresa privada (DIAN),3,,,
mariaclaudia@gasinstrument.com,GAS INSTRUMENT LTDA.,Empresa privada (DIAN),3,,,
jchmoreno@hotmail.com,INVERSIONES EL CARNAL S.A.S.,Empresa privada (DIAN),3,,,
finance@frutireyes.com,CI FRUTIREYES S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@rainforestbouquets.com,RAINFOREST FARMS & BOUQUETS COMERCIALIZADORA INTERNACIONAL S.A.,Empresa privada (DIAN),3,,,
sotruparts@yahoo.com,SOMOS TRUCK PARTS LIMITADA,Empresa privada (DIAN),3,,,
admin.col@grupoadvance.com,ADVANCE CONTROLESCOLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
c_i_inpielesltda@hotmail.com,IINPIELES S.A.S.,Empresa privada (DIAN),3,,,
albetancur.gga@outlook.com,ALTOS DE BELMONTE I S.A.S.,Empresa privada (DIAN),3,,,
contador@invercoal.com,CARBONES DE LANDAZURY S.A.S.,Empresa privada (DIAN),3,,,
gerencia@metricom.com.co,METRICOM LIMITADA,Empresa privada (DIAN),3,,,
dimap.bogota@gmail.com,DISTRIBUIDORA DE MAQUINARIA AGRICOLA Y PECUARIA DIMAP S.A.S.,Empresa privada (DIAN),3,,,
lmeza@iconourbano.com.co,ICONO URBAO S.A.,Empresa privada (DIAN),3,,,
dirfinanciero@premuimfilters.com.co,PREMIUM FILTERS S.A.S.,Empresa privada (DIAN),3,,,
info@ayuconstrucciones.com,ARQUITECTURA Y URBANISMO CONSTRUCCIONES S.A.S.,Empresa privada (DIAN),3,,,
jardineselsol@jardineselsol.com,JARDINES DEL SOL S.A.S.,Empresa privada (DIAN),3,,,
info@catalinsa.co,INDUSTRIAS ALIMENTOS Y CATERING S.A.S. EN REORGANIZACION,Empresa privada (DIAN),3,,,
info@signosarq.com,SIGNOS ARQUITECTURA S.A.S.,Empresa privada (DIAN),3,,,
mcaceres@woden.com.co,WODEN COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
admin@celunion.com,CEL UNION LIMITADA.,Empresa privada (DIAN),3,,,
phytonsoles@hotmail.com,PHYTON SOLES LIMITADA.,Empresa privada (DIAN),3,,,
contabilidad@gwdotaciones.com.co,CACHUCHAS Y CAMISETAS GOOD WILL S.A.S.,Empresa privada (DIAN),3,,,
rozon26@hotmail.com,ZANSUI ELECTRONIC LIMITADA.,Empresa privada (DIAN),3,,,
andrea.diaz@quintiles.com,IQVIA RDS COLOMBIA S.A.S,Empresa privada (DIAN),3,,,
constructoralares.sas@gmail.com,CONSTRUCTORA LARES S.A.S.,Empresa privada (DIAN),3,,,
notificaciones.dian@colmas.com.co,AGENCIA DE ADUANAS COLMAS S.A.S NIVEL 1,Empresa privada (DIAN),3,,,
mba@mbanetworks.tv,MBA S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@ingenal.com.co,INGENAL ARQUITECTURA Y CONSTRUCCION S.A,Empresa privada (DIAN),3,,,
infocol@sdvgroup.com,SDV COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
administracion@dsconstrucciones.com,DS CONSTRUCCIONES S.A.,Empresa privada (DIAN),3,,,
asuarez@colsago.com,COLSAGO COMUNICACIONES S.A,Empresa privada (DIAN),3,,,
administrativo.netcom@netcom.com.co,INVERSIONES TOLEDO Y COMPAÑIA S.A.S.,Empresa privada (DIAN),3,,,
admin@arbo-sas.com,ARBO S.A.S.,Empresa privada (DIAN),3,,,
direccion.conta@catalogospromocionales.com,PROMOS LIMITADA.,Empresa privada (DIAN),3,,,
inv_com_san_carlos@hotmail.com,INVERSIONES COMERCIALES SAN CARLOS S.A.,Empresa privada (DIAN),3,,,
jgccontador@gmail.com,PANAIA S.A.,Empresa privada (DIAN),3,,,
store_ubg@louisvuitton.com,L V COLOMBIA  S.A.S.,Empresa privada (DIAN),3,,,
fpedraza@andicapital.com,PROMOINVERSIONES SAGITAL S.A,Empresa privada (DIAN),3,,,
restrepocuatro.org@gmail.com,RESTREPO CUATRO S.A.S.,Empresa privada (DIAN),3,,,
contabilidad.promf5@gmail.com,RESTREPO NIETO & COMPAÑIA S.AS.,Empresa privada (DIAN),3,,,
inversiones.transmar@gmail.com,INVERSIONES TRANSMAR LTDA.,Empresa privada (DIAN),3,,,
martha.pena@cabadelpa.com,HP FINANCIAL SERVICES (COLOMBIA) LLC SUCURSAL COLOMBIA,Empresa privada (DIAN),3,,,
contabilidad@credivalores.com,CREDIVALORES CREDISERVICIOS S.A.,Empresa privada (DIAN),3,,,
hluengas@mazuera.com,EL MOSAICO S.A.S.,Empresa privada (DIAN),3,,,
notificaciones@globaleducation.com,GLOBAL INVERSIONISTA DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
gestion.contable@servimos.com.co,SERVIMOS LIMITADA.,Empresa privada (DIAN),3,,,
dircontable@trabajadorestemporales.net,TRABAJADORES TEMPORALES S.A.S.,Empresa privada (DIAN),3,,,
rosa_solaque@genesa.com.co,GENERICOS ESENCIALES S. A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
contabilidad@proclinpharma.com,PROCLIN PHARMA S.A.,Empresa privada (DIAN),3,,,
yesid.malaver@crepesywaffles.com,MACFER SCA,Empresa privada (DIAN),3,,,
invinternacionalsas@gmail.com,INV INTERNACIONAL S.A.S,Empresa privada (DIAN),3,,,
jaimeuribehnas@boluga.com.co,ERNESTO NAVARRO Y CIA. S. EN C.,Empresa privada (DIAN),3,,,
mariu.murcia@gecsa.com.co,GOMEZ ESTRADA CONSTRUCCIONES S.A.S.,Empresa privada (DIAN),3,,,
fray2048@gmail.com,FRAYND SZYLER Y COMPAÑIA S.A.S.,Empresa privada (DIAN),3,,,
airegui@eliteflower.com,COMERCIALIZADORA INTERNACIONAL SOFICO LIMITADA.,Empresa privada (DIAN),3,,,
gestoradm@civalco.com,CIVALCO LIMITADA,Empresa privada (DIAN),3,,,
joraya@hotmail.com,CONSTRUMETA OMEGA & COMPAÑIA LIMITADA.,Empresa privada (DIAN),3,,,
contabilidad@coltoys.com,INVERSIONES PARRA PIÑEROS Y COMPAÑIA LIMITADA.,Empresa privada (DIAN),3,,,
notificaciones@merquiand.com,MERQUIAND S.A.S.,Empresa privada (DIAN),3,,,
gerencia@deltaoil.co,DELTA OIL & COMPAÑIA S.A. CI,Empresa privada (DIAN),3,,,
representacionesrojas@gmail.com,REPRESENTACIONES ANIBAL ROJAS LIMITADA.,Empresa privada (DIAN),3,,,
info@prodehogar.com.co,PRODEHOGAR LIMITADA.,Empresa privada (DIAN),3,,,
comercialsolcar@hotmail.com,COMERCIAL SOLCAR S.A.S.,Empresa privada (DIAN),3,,,
luis.seba@sti.com.co,STI SOLUCIONES EN TELECOMUNICACIONES E INFORMATICA S.A.S.,Empresa privada (DIAN),3,,,
contab@opticacolombiana.com,OPTICA COLOMBIA S.A,Empresa privada (DIAN),3,,,
revisoria@apconsultores.com,MUÑOZ OLARTE S.A. MOPOL,Empresa privada (DIAN),3,,,
info@joyeriaschumacher.com,SCHUMACHER & COMPAÑIA S.A.S.,Empresa privada (DIAN),3,,,
dpto.contable@kaika.com.co,KAIKA S.A.S,Empresa privada (DIAN),3,,,
fomag@fomag.com.co,FOMAG S.A.,Empresa privada (DIAN),3,,,
contabilidad@radiocom.com.co,RADIOCOM S.A.,Empresa privada (DIAN),3,,,
frenosgyr@yahoo.com,GARCES Y RODRIGUEZ S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@ladrillerasyomasa.com.co,LADRILLERAS YOMASA S.A,Empresa privada (DIAN),3,,,
contabilidadmejiaz@outlook.com,AUGUSTO MEJIA U Y COMPAÑIA EDUARDO MEJIA Z SUCESORES S.A.S.,Empresa privada (DIAN),3,,,
protecvolt@hotmail.com,PROTECVOLT LTDA.,Empresa privada (DIAN),3,,,
contabilidad@libreriatemis.com,LIBRERIA TEMIS S. A.,Empresa privada (DIAN),3,,,
errebe@cable.net.co,RB DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
contador@guerreros.com.co,SERVISEXTA S.A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
neptuno601215@gmail.com,PROCESADORA DE AGUAS COLOMBIANAS S.A,Empresa privada (DIAN),3,,,
contabilidad@urigo.com,URIGO S.A.S.,Empresa privada (DIAN),3,,,
ajramirez@laberma.com,LABORATORIOS ERMA S.A.,Empresa privada (DIAN),3,,,
participaciones@yahoo.com,PARTICIPACIONES S.A.,Empresa privada (DIAN),3,,,
incoparltda06@yahoo.es,INDUSTRIA COLOMBIANA DE EQUIPOS PARA REFRIGERACION S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@lander.com.co,HARTUNG Y COMPAÑIA S.A,Empresa privada (DIAN),3,,,
intergraficas@intergraficas.com.co,INTERGRAFICAS S.A.,Empresa privada (DIAN),3,,,
gerencia@luqueospina.com,LUQUE OSPINA Y COMPAÑIA S.A.S,Empresa privada (DIAN),3,,,
impuestos.grey@grey.com,GREY COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
finanzas@hanseatica.com.co,HANSEATICA COMPAÑIA LIMITADA.,Empresa privada (DIAN),3,,,
gerenciacomercial@editorialtemis.com,EDITORIAL TEMIS S.A.,Empresa privada (DIAN),3,,,
gerencia.administrativa@independientesantafe.co,INDEPENDIENTE SANTA FE S.A EN REORGANIZACION,Empresa privada (DIAN),3,,,
jimmyguavita@grantierra.com,SOUTHEAST INVESTMENT CORPORATION,Empresa privada (DIAN),3,,,
lirico4@yahoo.com,CUMBRES S.A.,Empresa privada (DIAN),3,,,
floreslamana@floreslamana.com,FLORES LA MANA S.A.S.,Empresa privada (DIAN),3,,,
labna@cable.net.co,LABNA S.A.S.,Empresa privada (DIAN),3,,,
paula.ospina@geodis.com,GEODIS COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
orientcolombianasas@gmail.com,ORIENT COLOMBIANA S.A.S,Empresa privada (DIAN),3,,,
info@monteseditores.com,MONTES S.A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
ruth.olarte@ellibertador.com,INVESTIGACIONES Y COBRANZAS EL LIBERTADOR S.A.,Empresa privada (DIAN),3,,,
frayles@outlook.com,"LOS FRAYLES S.A., EN REORGANIZACION",Empresa privada (DIAN),3,,,
jramirez@araujoibarra.com,CENMAR S.A.S.,Empresa privada (DIAN),3,,,
propentacia@gmail.com,PROPENTA Y COMPAÑIA S.C.A,Empresa privada (DIAN),3,,,
serviasecontltda@hotmail.com,BAUTISTA PALACIO BAUTAPA S.A.S.,Empresa privada (DIAN),3,,,
esquinacontabilidad@cable.net.co,LA ESQUINA LIMITADA.,Empresa privada (DIAN),3,,,
contabilidad@intermec.com.co,INTERMEC S.A.,Empresa privada (DIAN),3,,,
aceandes@aceandes.com,ACERIAS DE LOS ANDES S.A.S.,Empresa privada (DIAN),3,,,
inapinltda1@gmail.com,INDUSTRIA AGRICOLA Y PECUARIA DEL INTERIOR  LIMITADA.,Empresa privada (DIAN),3,,,
contabilidad_simonetta@msn.com,PRODUCTOS ALIMENTICIOS SIMONETTA S.A.,Empresa privada (DIAN),3,,,
contabilidad@femsas.com,FABRICACIONES ELECTROMECANICAS FEM S.A.S.,Empresa privada (DIAN),3,,,
reyesriverosh@gmail.com,REYES Y RIVEROS LTDAREYES Y RIVEROS LIMITADA.,Empresa privada (DIAN),3,,,
diana.reina@grupo-contempo.com,GRUPO CONTEMPO S.A.S.,Empresa privada (DIAN),3,,,
ganzola@outlook.com,ANZOLA LIZARAZU  S.A.S.,Empresa privada (DIAN),3,,,
meditec@meditecsa.com,MEDITEC S.A.,Empresa privada (DIAN),3,,,
contabilidad@haciendaelvergelsas.com,HACIENDA EL VERGEL S.A.S.,Empresa privada (DIAN),3,,,
contabpedroedominguez@gmail.com,PEDRO E DOMINGUEZ Y COMPAÑIA  S.A.S,Empresa privada (DIAN),3,,,
contabilidad@juanbe.co,JUANBE S.A.,Empresa privada (DIAN),3,,,
info@ipt.com.co,IPT S.A.S.,Empresa privada (DIAN),3,,,
contab.dalase@orgcalypso.com,CALYPSO BARRANQUILLA S.A.S.,Empresa privada (DIAN),3,,,
colbodegas@hotmail.com,COLOMBIANA DE BODEGAS COLBODEGAS S.A.S.,Empresa privada (DIAN),3,,,
constructoraxandu@gmail.com,INVERSIONES Y CONSTRUCCIONES XANDU S.A.S.,Empresa privada (DIAN),3,,,
makltda@outlook.com,MAK LUBRICANTES S.A.S.,Empresa privada (DIAN),3,,,
tsa@tsacol.com,TSA IE S.A.S.,Empresa privada (DIAN),3,,,
cgmelany@yahoo.com,CONSTRUCCIONES CAPITAL TOWER S.A.,Empresa privada (DIAN),3,,,
consuelo.giraldo@swissjustcolombia.com,SWISSJUST LATINOAMERICA S.A. SUCURSAL COLOMBIA,Empresa privada (DIAN),3,,,
servicioalcliente@grupoloslagos.com.co,GRUPO LOS LAGOS S.A.S.,Empresa privada (DIAN),3,,,
zippakcolombiasas@zplatam.com,ZIP PAK COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
yeny.cardona@idemia.com,IDEMIA IDENTITY & SECURITY SUCURSAL COLOMBIA,Empresa privada (DIAN),3,,,
notificaciones@cicol.co,COMPAÑIA INVERSIONISTA COLOMBIANA S.A.S.,Empresa privada (DIAN),3,,,
multiplessas@gmail.com,INVERSIONES MULTIPLES S.A.,Empresa privada (DIAN),3,,,
rosyorj@yahoo.com,TORRES CUBILLOS & COMPAÑIA S C A,Empresa privada (DIAN),3,,,
inverfraler@gmail.com,INVERSIONES FRALER S.A.S.,Empresa privada (DIAN),3,,,
camilocarrizosa75@gmail.com,"INVERSIONES IREGUI S A., EN REORGANIZACION",Empresa privada (DIAN),3,,,
contabilidad@jmmartinez.com.co,JM MARTINEZ S.A.,Empresa privada (DIAN),3,,,
adriana.pulido@labuguena.com,SOCIEDAD COMERCIAL LA BUGUEÑA S.A.,Empresa privada (DIAN),3,,,
contabilidad@texsa.com.co,TEXSA DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
administrativo@payanes.com,PAYANES ASOCIADOS S.A.S. EN REORGANIZACION,Empresa privada (DIAN),3,,,
crissanzola2021@hotmail.com,KINSAR S.A.S.,Empresa privada (DIAN),3,,,
gerencia@herramientasunidas.com,HERRAMIENTAS UNIDAS S.A.,Empresa privada (DIAN),3,,,
contabilidad@quimirel.com.co,QUIMICOS Y REACTIVOS S.A.S.,Empresa privada (DIAN),3,,,
colinasa@yahoo.com,COLINA S.A.,Empresa privada (DIAN),3,,,
contabilidad2@camcoenergy.com,CAMCO S.A.S.,Empresa privada (DIAN),3,,,
contarrhh@ropsohnlab.com.co,ROPSOHN LABORATORIOS S.A.S.,Empresa privada (DIAN),3,,,
flor.rodriguez@invercor.com,EDOCA S. EN C.,Empresa privada (DIAN),3,,,
contacto@joyco.com.co,JOYCO S.A.S. BIC,Empresa privada (DIAN),3,,,
andrea.espitia@ancla.la,"CAJAS FUERTES ANCLA, S.A.",Empresa privada (DIAN),3,,,
beatriz.alvarez@grupogaviria.com,GRUPO GAVIRIA S.A.S.,Empresa privada (DIAN),3,,,
asjcias@gmail.com,EL POLO S.A.S.,Empresa privada (DIAN),3,,,
contadora@paantec.com,PANAMERICANA Y ANDINA Y TECNOLOGIA PAANTEC S.A.S,Empresa privada (DIAN),3,,,
plaresa_sa@hotmail.com,REFORZADOS PLASTICOS DE LA SABANA,Empresa privada (DIAN),3,,,
disalcosa@yahoo.com,DISALCO S.A.,Empresa privada (DIAN),3,,,
administracion@ramfe.com.co,IINDUSTR RAMFE S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@estufascontinental.com.co,INDUSTRIA DE ESTUFAS CONTINENTAL S.A. .,Empresa privada (DIAN),3,,,
miguel.pradilla@givaudan.com,GIVAUDAN COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
alvaro.medina@jcdecaux.com,EQUIPAMIENTOS URBANOS NACIONALES DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
contabilidad@bioquifar.com,BIOQUIFAR PHARMACEUTICA S.A,Empresa privada (DIAN),3,,,
superpolo@superpolo.com.co,SUPERPOLO S.A.S.,Empresa privada (DIAN),3,,,
daniel.sarmiento@qmaxcolombia.com,QMAX SOLUTIONS COLOMBIA,Empresa privada (DIAN),3,,,
nunezco@gmail.com,RICARDO Y RAFAEL NUNEZ Y CO LIMITADA.,Empresa privada (DIAN),3,,,
contabilidad@complasesa.com,COMPAÑIA DE PLASTICOS SEUL S.A.S.,Empresa privada (DIAN),3,,,
notificaciones@merquellantas.com,MERQUELLANTAS S.A.S.,Empresa privada (DIAN),3,,,
parquear@hotmail.com,PARQUEADEROS DEL FUTURO LIMITADA.,Empresa privada (DIAN),3,,,
cariza@silar.com.co,SILVA ARIZA S.A.,Empresa privada (DIAN),3,,,
marisol.barajas@ikusi.com,IKUSI REDES COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
